state,county,tract,kfr_pooled_pooled_p25,par_rank_pooled_pooled_mean,kid_pooled_pooled_n,kid_black_pooled_n,geoid
17,31,390600,0.37177637,0.71129477,483.0,223.0,17031390600
17,31,390700,0.36531591,0.54918879,738.0,479.0,17031390700
17,31,400300,0.26458326,0.22536188,624.0,609.0,17031400300
17,31,400400,0.27485514,0.2248739,661.0,652.0,17031400400
17,31,400500,0.2525821,0.19466498,890.0,875.0,17031400500
17,31,400800,0.27343896,0.16723205,1339.0,1304.0,17031400800
17,31,410100,0.305632,0.51138675,314.0,211.0,17031410100
17,31,410200,0.24381961,0.54668945,193.0,107.0,17031410200
17,31,410500,0.3419812,0.38887712,751.0,659.0,17031410500
17,31,410600,0.37580562,0.5409255,359.0,139.0,17031410600
17,31,410700,0.31649566,0.5570944,316.0,116.0,17031410700
17,31,410800,0.3589749,0.44947508,323.0,165.0,17031410800
17,31,410900,0.29128063,0.57834625,463.0,231.0,17031410900
17,31,411000,0.36188546,0.66303509,218.0,83.0,17031411000
17,31,411100,0.45303407,0.86847121,363.0,37.0,17031411100
17,31,411200,0.3694751,0.81609035,317.0,29.0,17031411200
17,31,420100,0.33406329,0.31545088,382.0,371.0,17031420100
17,31,420200,0.30784875,0.3275927,475.0,431.0,17031420200
17,31,420300,0.31141376,0.26509148,504.0,477.0,17031420300
17,31,420400,0.2937685,0.25735188,622.0,582.0,17031420400
17,31,420500,0.27955031,0.23288532,1124.0,1095.0,17031420500
17,31,420600,0.29746872,0.20990513,1094.0,1067.0,17031420600
17,31,420700,0.28210372,0.27328056,1495.0,1476.0,17031420700
17,31,420800,0.2910088,0.24692726,907.0,896.0,17031420800
17,31,421200,0.29893932,0.28557825,533.0,525.0,17031421200
17,31,430101,0.31037652,0.28352052,1036.0,1010.0,17031430101
17,31,430102,0.32360384,0.30948359,832.0,811.0,17031430102
17,31,430200,0.29859698,0.33191326,1510.0,1454.0,17031430200
17,31,430300,0.28446025,0.25000489,1102.0,1084.0,17031430300
17,31,430400,0.28728417,0.30644032,1175.0,1152.0,17031430400
17,31,430500,0.30224785,0.26571387,1306.0,1279.0,17031430500
17,31,430600,0.33079925,0.39351383,550.0,541.0,17031430600
17,31,430700,0.320389,0.28726169,493.0,477.0,17031430700
17,31,430800,0.32139081,0.41117847,494.0,477.0,17031430800
17,31,430900,0.27733809,0.36540291,502.0,488.0,17031430900
17,31,431200,0.31224638,0.42139983,856.0,825.0,17031431200
17,31,431301,0.27658516,0.29951042,1567.0,1524.0,17031431301
17,31,431302,0.2792967,0.26244897,1842.0,1791.0,17031431302
17,31,431400,0.297039,0.32345858,1775.0,1697.0,17031431400
17,31,440101,0.29703742,0.24233237,1467.0,1426.0,17031440101
17,31,440102,0.30038524,0.31959271,1224.0,1191.0,17031440102
17,31,440201,0.30792519,0.32950696,1261.0,1234.0,17031440201
17,31,440202,0.31186166,0.42713112,747.0,732.0,17031440202
17,31,440300,0.33226168,0.46433151,1018.0,982.0,17031440300
17,31,440600,0.31979617,0.47692817,578.0,567.0,17031440600
17,31,440700,0.32089898,0.40753412,336.0,333.0,17031440700
17,31,440800,0.30735654,0.28066403,598.0,583.0,17031440800
17,31,440900,0.30796942,0.35410684,929.0,912.0,17031440900
17,31,450300,0.30632016,0.42223173,915.0,881.0,17031450300
17,31,460100,0.33271497,0.30938539,1637.0,1218.0,17031460100
17,31,460200,0.37051532,0.32446203,1294.0,468.0,17031460200
17,31,460301,0.31874242,0.35092196,1463.0,1109.0,17031460301
17,31,460302,0.2973173,0.3230544,1634.0,1239.0,17031460302
17,31,460400,0.32670143,0.38557476,1227.0,1185.0,17031460400
17,31,460500,0.30475187,0.37592441,1735.0,1696.0,17031460500
17,31,460600,0.32034093,0.31053996,530.0,396.0,17031460600
17,31,460700,0.34292901,0.28131211,1794.0,907.0,17031460700
17,31,461000,0.34060654,0.29764012,410.0,164.0,17031461000
17,31,470100,0.28602028,0.37343502,1087.0,1050.0,17031470100
17,31,480100,0.36658689,0.50478774,440.0,429.0,17031480100
17,31,480200,0.34997335,0.43663716,253.0,238.0,17031480200
17,31,480300,0.32292855,0.39309284,424.0,418.0,17031480300
17,31,480400,0.3250908,0.47500589,1386.0,1337.0,17031480400
17,31,480500,0.33530033,0.44079152,1032.0,833.0,17031480500
17,31,490300,0.32353702,0.46466953,457.0,437.0,17031490300
17,31,490400,0.30438924,0.42482573,252.0,247.0,17031490400
17,31,490500,0.32957742,0.46376145,414.0,404.0,17031490500
17,31,490600,0.32183182,0.34945184,394.0,385.0,17031490600
17,31,490700,0.27402183,0.36608666,1017.0,989.0,17031490700
17,31,490800,0.28559169,0.37840959,1200.0,1172.0,17031490800
17,31,490901,0.30017465,0.35451752,1295.0,1262.0,17031490901
17,31,490902,0.29572386,0.38032305,1694.0,1649.0,17031490902
17,31,491000,0.2741406,0.28532407,2413.0,2381.0,17031491000
17,31,491100,0.31126136,0.39511257,1211.0,1189.0,17031491100
17,31,491200,0.29198167,0.39159957,757.0,743.0,17031491200
17,31,491300,0.29339749,0.29575142,1373.0,1354.0,17031491300
17,31,491400,0.27970579,0.28766027,1307.0,1264.0,17031491400
17,31,500100,0.32167247,0.41018569,1168.0,1134.0,17031500100
17,31,500200,0.30507031,0.333132,898.0,866.0,17031500200
17,31,500300,0.32723683,0.47068599,510.0,190.0,17031500300
17,31,510100,0.4172726,0.45191044,1145.0,34.0,17031510100
17,31,510200,0.34044781,0.39978805,920.0,718.0,17031510200
17,31,510300,0.29581705,0.36173472,1787.0,1728.0,17031510300
17,31,520100,0.42621627,0.40124494,827.0,4.0,17031520100
17,31,520200,0.39713249,0.41676804,1570.0,41.0,17031520200
17,31,520300,0.41550562,0.44939199,2013.0,18.0,17031520300
17,31,520400,0.41337135,0.49150836,1108.0,16.0,17031520400
17,31,520500,0.453832,0.57020962,1095.0,5.0,17031520500
17,31,520600,0.45960972,0.51762247,675.0,4.0,17031520600
17,31,530100,0.34343332,0.34303415,1185.0,661.0,17031530100
17,31,530200,0.27929693,0.29794645,2440.0,2391.0,17031530200
17,31,530300,0.31721666,0.41612136,1358.0,1336.0,17031530300
17,31,530400,0.28770563,0.46955737,705.0,641.0,17031530400
17,31,530501,0.28457233,0.35359019,2067.0,2022.0,17031530501
17,31,530502,0.28187186,0.43227753,638.0,624.0,17031530502
17,31,530503,0.29638782,0.40350944,2045.0,2001.0,17031530503
17,31,530600,0.28635648,0.36165717,1324.0,1287.0,17031530600
17,31,540101,0.29753211,0.20624545,2344.0,2275.0,17031540101
17,31,540102,0.29107785,0.22400904,2160.0,2097.0,17031540102
17,31,550100,0.41789663,0.52704,1721.0,37.0,17031550100
17,31,550200,0.46977687,0.60736144,625.0,8.0,17031550200
17,31,560100,0.40922138,0.43993378,389.0,33.0,17031560100
17,31,560200,0.29140145,0.31108934,1616.0,1576.0,17031560200
17,31,560300,0.46454135,0.48539704,777.0,78.0,17031560300
17,31,560400,0.38318121,0.46753958,346.0,0.0,17031560400
17,31,560700,0.50249243,0.47633836,710.0,1.0,17031560700
17,31,560800,0.46783954,0.5955708,1164.0,22.0,17031560800
17,31,560900,0.50438774,0.65819633,1002.0,20.0,17031560900
17,31,561000,0.51975983,0.67844874,968.0,1.0,17031561000
17,31,561100,0.44916883,0.63911027,1148.0,14.0,17031561100
17,31,570100,0.36982214,0.48558611,387.0,10.0,17031570100
17,31,570200,0.515791,0.53042132,446.0,6.0,17031570200
17,31,570300,0.46011347,0.40380257,1492.0,3.0,17031570300
17,31,570400,0.40852767,0.42242816,364.0,1.0,17031570400
17,31,570500,0.4372378,0.43184629,584.0,3.0,17031570500
17,31,580100,0.39796674,0.43324155,1007.0,1.0,17031580100
17,31,580200,0.40671462,0.4017182,1268.0,9.0,17031580200
17,31,580300,0.40599257,0.41699979,936.0,13.0,17031580300
17,31,580400,0.43744746,0.39975452,1293.0,8.0,17031580400
17,31,580501,0.38541871,0.34768257,1772.0,6.0,17031580501
17,31,580502,0.41384721,0.35465094,1871.0,7.0,17031580502
17,31,580600,0.40421003,0.37112507,1808.0,6.0,17031580600
17,31,580700,0.42803374,0.36286995,2018.0,11.0,17031580700
17,31,580800,0.37237033,0.33726239,790.0,0.0,17031580800
17,31,590500,0.41493076,0.43962035,540.0,3.0,17031590500
17,31,590600,0.42725906,0.40874624,1132.0,14.0,17031590600
17,31,590700,0.44109336,0.38577044,985.0,0.0,17031590700
17,31,600400,0.50163293,0.41200653,959.0,1.0,17031600400
17,31,600600,0.43080476,0.42045826,790.0,21.0,17031600600
17,31,600700,0.44712949,0.45442724,612.0,1.0,17031600700
17,31,600900,0.40682021,0.35802987,1373.0,114.0,17031600900
17,31,610300,0.40408006,0.2953862,2152.0,52.0,17031610300
17,31,610400,0.38144797,0.31638199,912.0,12.0,17031610400
17,31,610800,0.43320212,0.50882977,446.0,10.0,17031610800
17,31,611000,0.26928577,0.27962226,549.0,459.0,17031611000
17,31,611100,0.35064763,0.26525229,1419.0,465.0,17031611100
17,31,611200,0.39795434,0.27120775,1385.0,354.0,17031611200
17,31,611300,0.37287864,0.29395437,1669.0,306.0,17031611300
17,31,611400,0.3827261,0.32256198,1838.0,129.0,17031611400
17,31,611500,0.393347,0.34820551,1468.0,90.0,17031611500
17,31,611600,0.29420799,0.32639182,830.0,660.0,17031611600
17,31,611700,0.27248028,0.26896259,1184.0,1035.0,17031611700
17,31,611800,0.28974152,0.27364075,1001.0,929.0,17031611800
17,31,611900,0.29276314,0.25639281,1061.0,963.0,17031611900
17,31,612000,0.27519229,0.27349195,838.0,811.0,17031612000
17,31,612100,0.26104206,0.29409993,640.0,619.0,17031612100
17,31,620100,0.43495601,0.48591506,1053.0,5.0,17031620100
17,31,620200,0.46148771,0.45623884,473.0,5.0,17031620200
17,31,620300,0.49404597,0.52307487,1367.0,1.0,17031620300
17,31,620400,0.44334871,0.44255859,1439.0,12.0,17031620400
17,31,630100,0.34391329,0.35011408,452.0,86.0,17031630100
17,31,630200,0.38363296,0.38862294,726.0,10.0,17031630200
17,31,630300,0.39340207,0.4085156,1795.0,11.0,17031630300
17,31,630400,0.41925484,0.38590914,2483.0,22.0,17031630400
17,31,630500,0.44334739,0.37672183,2398.0,104.0,17031630500
17,31,630800,0.39284134,0.41545269,2485.0,103.0,17031630800
17,31,630900,0.42191324,0.42534119,1800.0,10.0,17031630900
17,31,640100,0.45560056,0.55992401,355.0,8.0,17031640100
17,31,640300,0.46195602,0.59033597,1398.0,2.0,17031640300
17,31,640400,0.45379961,0.65339857,698.0,5.0,17031640400
17,31,640500,0.47363228,0.64617079,589.0,2.0,17031640500
17,31,640600,0.49692339,0.53662717,821.0,5.0,17031640600
17,31,640700,0.41236478,0.52154642,818.0,21.0,17031640700
17,31,640800,0.41216147,0.48750585,420.0,3.0,17031640800
17,31,650100,0.43082997,0.47618881,1367.0,45.0,17031650100
17,31,650200,0.45352757,0.53344911,1685.0,9.0,17031650200
17,31,650301,0.46083525,0.57986379,1592.0,22.0,17031650301
17,31,650302,0.42679632,0.50038385,1210.0,16.0,17031650302
17,31,650400,0.43590349,0.49390951,1683.0,74.0,17031650400
17,31,650500,0.46053976,0.54809505,952.0,64.0,17031650500
17,31,660301,0.34788325,0.33195758,775.0,240.0,17031660301
17,31,660302,0.38987973,0.36944956,2401.0,745.0,17031660302
17,31,660400,0.40663195,0.41137117,1956.0,24.0,17031660400
17,31,660500,0.41413367,0.44614601,1871.0,162.0,17031660500
17,31,660600,0.34323367,0.34052444,2912.0,1895.0,17031660600
17,31,660700,0.25139767,0.32808658,924.0,912.0,17031660700
17,31,660800,0.34329352,0.37114409,2378.0,1563.0,17031660800
17,31,660900,0.28891113,0.35433802,1895.0,1720.0,17031660900
17,31,661000,0.29344803,0.38351399,2144.0,1990.0,17031661000
17,31,661100,0.34893531,0.47658324,2125.0,1108.0,17031661100
17,31,670100,0.29229707,0.27036679,748.0,733.0,17031670100
17,31,670200,0.25861594,0.2239774,736.0,711.0,17031670200
17,31,670300,0.28448871,0.28636998,672.0,654.0,17031670300
17,31,670400,0.29446679,0.32211575,778.0,752.0,17031670400
17,31,670500,0.28919786,0.27516547,580.0,558.0,17031670500
17,31,670600,0.28201318,0.26817846,839.0,821.0,17031670600
17,31,670700,0.28339505,0.24099368,672.0,664.0,17031670700
17,31,670800,0.28249627,0.26919842,661.0,654.0,17031670800
17,31,670900,0.27183804,0.3247726,435.0,423.0,17031670900
17,31,671100,0.27246478,0.23466289,491.0,458.0,17031671100
17,31,671200,0.26206058,0.26556402,589.0,575.0,17031671200
17,31,671300,0.26634458,0.29627889,1290.0,1261.0,17031671300
17,31,671400,0.27258006,0.30345938,829.0,817.0,17031671400
17,31,671500,0.27151182,0.28812581,1548.0,1507.0,17031671500
17,31,671600,0.29730189,0.25000796,1027.0,1018.0,17031671600
17,31,671800,0.27609202,0.27940044,634.0,626.0,17031671800
17,31,671900,0.29755452,0.29671997,534.0,523.0,17031671900
17,31,672000,0.28150272,0.32673055,1659.0,1638.0,17031672000
17,31,680500,0.27441847,0.22785464,798.0,787.0,17031680500
17,31,680600,0.27854058,0.19901165,706.0,701.0,17031680600
17,31,680900,0.27950004,0.22725189,1746.0,1719.0,17031680900
17,31,681000,0.29049259,0.25378823,1603.0,1581.0,17031681000
17,31,681100,0.29233113,0.24379268,1710.0,1674.0,17031681100
17,31,681200,0.27803707,0.23948604,1475.0,1437.0,17031681200
17,31,681300,0.2797451,0.27564645,1291.0,1267.0,17031681300
17,31,681400,0.28618905,0.29117122,1363.0,1330.0,17031681400
17,31,690300,0.27785531,0.24559841,890.0,881.0,17031690300
17,31,690400,0.27203754,0.29182634,1142.0,1115.0,17031690400
17,31,690500,0.30586419,0.27866372,376.0,360.0,17031690500
17,31,690900,0.30091813,0.32041791,1286.0,1254.0,17031690900
17,31,691000,0.33164495,0.40481123,655.0,637.0,17031691000
17,31,691100,0.27122855,0.27384391,1256.0,1232.0,17031691100
17,31,691200,0.27784991,0.29357368,1116.0,1103.0,17031691200
17,31,691300,0.30598199,0.44835109,530.0,519.0,17031691300
17,31,691400,0.27993241,0.33625275,1129.0,1112.0,17031691400
17,31,691500,0.29506549,0.30837131,761.0,745.0,17031691500
17,31,700100,0.34492105,0.47364753,1167.0,731.0,17031700100
17,31,700200,0.39124784,0.50729579,1806.0,258.0,17031700200
17,31,700301,0.42334744,0.57144052,1368.0,98.0,17031700301
17,31,700302,0.4203203,0.64197701,1271.0,91.0,17031700302
17,31,700401,0.38086411,0.51458234,1818.0,1057.0,17031700401
17,31,700402,0.36210474,0.53232598,1202.0,698.0,17031700402
17,31,700501,0.33135363,0.53360254,2222.0,2018.0,17031700501
17,31,700502,0.30189797,0.61270058,947.0,860.0,17031700502
17,31,710100,0.26862445,0.29131407,569.0,556.0,17031710100
17,31,710200,0.28973067,0.32209915,1869.0,1841.0,17031710200
17,31,710300,0.26575923,0.31526059,487.0,471.0,17031710300
17,31,710400,0.30368388,0.38230184,1930.0,1903.0,17031710400
17,31,710500,0.31760186,0.35461557,1481.0,1459.0,17031710500
17,31,710600,0.27976167,0.32439274,740.0,729.0,17031710600
17,31,710700,0.27668959,0.32065099,1140.0,1113.0,17031710700
17,31,710800,0.30252635,0.35959744,1722.0,1691.0,17031710800
17,31,710900,0.30492592,0.26398638,881.0,871.0,17031710900
17,31,711000,0.30947432,0.30929789,1124.0,1096.0,17031711000
17,31,711100,0.31088686,0.3757574,865.0,846.0,17031711100
17,31,711200,0.3129203,0.42975026,1418.0,1381.0,17031711200
17,31,711300,0.31537336,0.35624894,530.0,514.0,17031711300
17,31,711400,0.28758955,0.3395997,783.0,776.0,17031711400
17,31,711500,0.30029199,0.36816609,818.0,799.0,17031711500
17,31,720100,0.36582839,0.79139924,956.0,269.0,17031720100
17,31,720200,0.37320629,0.65166837,1214.0,652.0,17031720200
17,31,720300,0.48591852,0.7865361,1100.0,249.0,17031720300
17,31,720400,0.36887306,0.71902645,651.0,38.0,17031720400
17,31,720500,0.53547376,0.77817106,653.0,21.0,17031720500
17,31,720600,0.51766169,0.8116377,533.0,60.0,17031720600
17,31,720700,0.34078377,0.54041094,910.0,551.0,17031720700
17,31,730100,0.31361747,0.43538186,670.0,658.0,17031730100
17,31,730201,0.31791028,0.36358199,1654.0,1616.0,17031730201
17,31,730202,0.29677719,0.38007841,867.0,848.0,17031730202
17,31,730300,0.31173587,0.38632512,329.0,327.0,17031730300
17,31,730400,0.30980092,0.4207882,979.0,951.0,17031730400
17,31,730500,0.30805323,0.38993105,1273.0,1215.0,17031730500
17,31,730600,0.30702597,0.39764461,992.0,967.0,17031730600
17,31,730700,0.32257035,0.36735043,727.0,711.0,17031730700
17,31,740100,0.49832708,0.65128165,812.0,8.0,17031740100
17,31,740200,0.56685227,0.74479729,1503.0,12.0,17031740200
17,31,740300,0.50869304,0.70954299,1195.0,13.0,17031740300
17,31,740400,0.50431323,0.65468854,1205.0,103.0,17031740400
17,31,750100,0.27723381,0.38080981,1322.0,1291.0,17031750100
17,31,750200,0.34074348,0.61391455,946.0,544.0,17031750200
17,31,750300,0.43386063,0.76768166,821.0,50.0,17031750300
17,31,750400,0.42629883,0.68935335,879.0,210.0,17031750400
17,31,750500,0.30597088,0.49055424,1788.0,1439.0,17031750500
17,31,750600,0.30398813,0.36399862,1179.0,1144.0,17031750600
17,31,760801,0.46425033,0.47570413,533.0,11.0,17031760801
17,31,760802,0.48410824,0.70163906,300.0,6.0,17031760802
17,31,760803,0.52786148,0.42726991,822.0,16.0,17031760803
17,31,770201,0.52547151,0.73172015,1198.0,28.0,17031770201
17,31,770202,0.54169369,0.7228514,998.0,23.0,17031770202
17,31,770300,0.51811421,0.64436024,1884.0,46.0,17031770300
17,31,770400,0.49067745,0.63287681,1174.0,39.0,17031770400
17,31,770500,0.40851539,0.39631405,1103.0,15.0,17031770500
17,31,770601,0.50683135,0.67283976,737.0,5.0,17031770601
17,31,770602,0.42913252,0.55337024,1129.0,8.0,17031770602
17,31,770700,0.51715809,0.57643169,509.0,8.0,17031770700
17,31,770800,0.48289475,0.50308454,1248.0,33.0,17031770800
17,31,770901,0.54822844,0.55284029,818.0,1.0,17031770901
17,31,770902,0.53361589,0.58442235,584.0,0.0,17031770902
17,31,800100,0.49756023,0.94610399,752.0,3.0,17031800100
17,31,800200,0.52523744,0.89250362,2016.0,31.0,17031800200
17,31,800300,0.50767028,0.91708785,1186.0,2.0,17031800300
17,31,800400,0.52097619,0.92677301,1369.0,1.0,17031800400
17,31,800500,0.53188294,0.88226706,1768.0,2.0,17031800500
17,31,800600,0.4736754,0.92019218,873.0,1.0,17031800600
17,31,800700,0.58901715,0.90517199,1617.0,2.0,17031800700
17,31,800800,0.48282143,0.85254979,507.0,0.0,17031800800
17,31,800900,0.60606271,0.73947632,1131.0,13.0,17031800900
17,31,801000,0.51746678,0.77906251,1295.0,11.0,17031801000
17,31,801100,0.48538485,0.85019118,1602.0,5.0,17031801100
17,31,801200,0.4765707,0.94068533,1187.0,2.0,17031801200
17,31,801300,0.59097505,0.87560034,1400.0,3.0,17031801300
17,31,801400,0.5542528,0.77219355,844.0,0.0,17031801400
17,31,801500,0.60555261,0.79663509,1336.0,5.0,17031801500
17,31,801601,0.53680426,0.80384386,1069.0,13.0,17031801601
17,31,801603,0.53922093,0.54539436,853.0,32.0,17031801603
17,31,801605,0.55199635,0.83867913,1446.0,8.0,17031801605
17,31,801606,0.52308476,0.82701045,1526.0,2.0,17031801606
17,31,801607,0.62686884,0.76108748,1421.0,12.0,17031801607
17,31,801608,0.61258781,0.81164408,1391.0,15.0,17031801608
17,31,801701,0.58315176,0.83854312,1237.0,0.0,17031801701
17,31,801702,0.65748584,0.78596473,1319.0,0.0,17031801702
17,31,801800,0.5415563,0.81905091,1556.0,14.0,17031801800
17,31,801901,0.41217861,0.66281712,847.0,13.0,17031801901
17,31,801902,0.52199417,0.84372228,855.0,1.0,17031801902
17,31,802002,0.52150053,0.76920778,1307.0,9.0,17031802002
17,31,802003,0.53226668,0.77547169,648.0,15.0,17031802003
17,31,802004,0.55860752,0.48907012,1298.0,30.0,17031802004
17,31,802100,0.65776056,0.82361698,1059.0,2.0,17031802100
17,31,802200,0.59431696,0.86860806,1074.0,8.0,17031802200
17,31,802300,0.46991575,0.66713852,595.0,182.0,17031802300
17,31,802402,0.49030364,0.54490036,875.0,17.0,17031802402
17,31,802403,0.62343979,0.72335893,265.0,14.0,17031802403
17,31,802404,0.4645406,0.49300331,1368.0,70.0,17031802404
17,31,802503,0.58259773,0.64471519,1438.0,31.0,17031802503
17,31,802504,0.49523544,0.6525498,2067.0,31.0,17031802504
17,31,802505,0.43854293,0.492939,1585.0,79.0,17031802505
17,31,802506,0.41932878,0.50718582,581.0,29.0,17031802506
17,31,802605,0.55476552,0.72792661,1330.0,13.0,17031802605
17,31,802607,0.52997565,0.72601593,278.0,1.0,17031802607
17,31,802608,0.57280833,0.70183468,1207.0,2.0,17031802608
17,31,802609,0.42714101,0.39041871,1720.0,66.0,17031802609
17,31,802610,0.56005007,0.65152669,444.0,17.0,17031802610
17,31,802701,0.51200467,0.66520357,2102.0,48.0,17031802701
17,31,802702,0.54943246,0.72335565,1211.0,4.0,17031802702
17,31,802801,0.59765154,0.76816523,1300.0,22.0,17031802801
17,31,802802,0.5775544,0.66782022,1653.0,13.0,17031802802
17,31,802900,0.54438001,0.81886965,1789.0,3.0,17031802900
17,31,803005,0.63014221,0.75358886,640.0,5.0,17031803005
17,31,803007,0.5434429,0.78473693,1352.0,8.0,17031803007
17,31,803008,0.56243622,0.81509125,1277.0,21.0,17031803008
17,31,803010,0.534015,0.77959853,1598.0,1.0,17031803010
17,31,803012,0.48139501,0.65841019,537.0,4.0,17031803012
17,31,803013,0.58950639,0.71077454,1316.0,9.0,17031803013
17,31,803014,0.54188079,0.66766816,779.0,17.0,17031803014
17,31,803015,0.53125161,0.76336366,1012.0,21.0,17031803015
17,31,803016,0.4813568,0.71902847,453.0,7.0,17031803016
17,31,803017,0.52964723,0.77377248,1386.0,22.0,17031803017
17,31,803100,0.50114471,0.79663861,944.0,3.0,17031803100
17,31,803200,0.45552948,0.71393669,1183.0,6.0,17031803200
17,31,803300,0.43873671,0.73380977,980.0,12.0,17031803300
17,31,803400,0.53138006,0.78181648,1685.0,10.0,17031803400
17,31,803500,0.49608758,0.81271994,1476.0,0.0,17031803500
17,31,803603,0.50365722,0.8365652,2041.0,14.0,17031803603
17,31,803604,0.48645729,0.72277486,988.0,29.0,17031803604
17,31,803605,0.5740307,0.73346496,1899.0,48.0,17031803605
17,31,803606,0.42550984,0.41231728,2170.0,159.0,17031803606
17,31,803607,0.53371447,0.74431592,1722.0,26.0,17031803607
17,31,803608,0.42777619,0.7191391,1973.0,49.0,17031803608
17,31,803610,0.51096421,0.71981192,1142.0,22.0,17031803610
17,31,803611,0.43884966,0.51726967,1678.0,94.0,17031803611
17,31,803612,0.40113786,0.45072827,971.0,54.0,17031803612
17,31,803701,0.49445969,0.64003062,556.0,5.0,17031803701
17,31,803702,0.44008407,0.72167057,1286.0,12.0,17031803702
17,31,803800,0.52305567,0.70144486,1251.0,15.0,17031803800
17,31,803901,0.42912894,0.62090403,557.0,6.0,17031803901
17,31,803902,0.50645518,0.67952365,979.0,3.0,17031803902
17,31,804000,0.46893829,0.65511364,1131.0,17.0,17031804000
17,31,804102,0.58310485,0.86880982,2029.0,23.0,17031804102
17,31,804104,0.58560497,0.7230671,1573.0,31.0,17031804104
17,31,804105,0.63671011,0.81740028,1424.0,8.0,17031804105
17,31,804106,0.54864228,0.79259253,1777.0,7.0,17031804106
17,31,804108,0.44239056,0.531506,695.0,53.0,17031804108
17,31,804109,0.51422179,0.81235564,529.0,40.0,17031804109
17,31,804201,0.45899808,0.89839524,1994.0,20.0,17031804201
17,31,804202,0.516249,0.81656474,1998.0,10.0,17031804202
17,31,804305,0.4496775,0.6096375,1952.0,110.0,17031804305
17,31,804306,0.44926676,0.56464416,1713.0,73.0,17031804306
17,31,804308,0.50757563,0.60752439,1304.0,76.0,17031804308
17,31,804309,0.49833965,0.58912492,768.0,44.0,17031804309
17,31,804310,0.46800745,0.67094928,1866.0,79.0,17031804310
17,31,804311,0.4754836,0.70731717,1672.0,71.0,17031804311
17,31,804403,0.38550046,0.67054218,1430.0,89.0,17031804403
17,31,804404,0.46067861,0.63157248,1107.0,68.0,17031804404
17,31,804405,0.38876292,0.38501269,947.0,62.0,17031804405
17,31,804406,0.39256343,0.54891098,1599.0,105.0,17031804406
17,31,804505,0.51239383,0.61197692,948.0,43.0,17031804505
17,31,804506,0.54922211,0.75758785,873.0,30.0,17031804506
17,31,804507,0.58178186,0.66629303,1996.0,69.0,17031804507
17,31,804508,0.386576,0.4691408,680.0,55.0,17031804508
17,31,804509,0.42688271,0.55534965,1906.0,154.0,17031804509
17,31,804510,0.3920323,0.47163686,1846.0,86.0,17031804510
17,31,804511,0.47078592,0.47208279,725.0,34.0,17031804511
17,31,804603,0.45665768,0.57063878,904.0,130.0,17031804603
17,31,804606,0.57445389,0.79373634,2196.0,20.0,17031804606
17,31,804607,0.58543718,0.73418832,2050.0,42.0,17031804607
17,31,804608,0.53234076,0.63146663,846.0,24.0,17031804608
17,31,804609,0.56744289,0.78347105,1267.0,35.0,17031804609
17,31,804610,0.48561832,0.67092311,425.0,8.0,17031804610
17,31,804611,0.53913826,0.77123368,799.0,16.0,17031804611
17,31,804701,0.46547955,0.4912858,1520.0,278.0,17031804701
17,31,804705,0.46831101,0.56090128,997.0,110.0,17031804705
17,31,804706,0.51174754,0.76052344,732.0,15.0,17031804706
17,31,804709,0.52296436,0.56577778,1390.0,79.0,17031804709
17,31,804710,0.51935995,0.69473648,1234.0,30.0,17031804710
17,31,804711,0.48526403,0.63063055,1858.0,169.0,17031804711
17,31,804712,0.49169233,0.76463431,1798.0,108.0,17031804712
17,31,804713,0.51189142,0.61977261,970.0,50.0,17031804713
17,31,804714,0.4954741,0.69363624,719.0,37.0,17031804714
17,31,804715,0.49526611,0.4138315,1050.0,83.0,17031804715
17,31,804716,0.56609541,0.71453184,1752.0,139.0,17031804716
17,31,804803,0.50872654,0.69919848,1416.0,64.0,17031804803
17,31,804804,0.50385809,0.60045969,1520.0,59.0,17031804804
17,31,804805,0.46050054,0.70552433,1892.0,52.0,17031804805
17,31,804806,0.44221446,0.57777452,1299.0,184.0,17031804806
17,31,804807,0.54899824,0.67182863,1445.0,64.0,17031804807
17,31,804808,0.62334192,0.75834519,697.0,10.0,17031804808
17,31,804809,0.58156115,0.75397855,1173.0,19.0,17031804809
17,31,804810,0.47544309,0.69391286,1704.0,58.0,17031804810
17,31,804901,0.51348978,0.73326188,1548.0,11.0,17031804901
17,31,804902,0.52372444,0.69592816,1210.0,13.0,17031804902
17,31,805001,0.53690845,0.79082114,1184.0,1.0,17031805001
17,31,805002,0.50677574,0.52822566,1490.0,67.0,17031805002
17,31,805105,0.39743772,0.50794607,1935.0,99.0,17031805105
17,31,805106,0.64457458,0.78520375,421.0,2.0,17031805106
17,31,805107,0.45641324,0.39638835,1249.0,81.0,17031805107
17,31,805108,0.45684657,0.53455997,1480.0,72.0,17031805108
17,31,805109,0.54251188,0.76692003,1065.0,46.0,17031805109
17,31,805110,0.49419793,0.75286722,726.0,4.0,17031805110
17,31,805111,0.52046657,0.52142173,1408.0,47.0,17031805111
17,31,805112,0.58120954,0.60190076,924.0,10.0,17031805112
17,31,805201,0.61613196,0.66473079,719.0,12.0,17031805201
17,31,805202,0.51729816,0.69851345,884.0,6.0,17031805202
17,31,805301,0.5866825,0.68435335,674.0,3.0,17031805301
17,31,805302,0.56686777,0.65986294,789.0,14.0,17031805302
17,31,805401,0.49830547,0.63629872,699.0,1.0,17031805401
17,31,805402,0.50033444,0.64819777,913.0,0.0,17031805402
