geoid,Threshold,jobs
17031031100,40,321074.563772776
17031031100,45,628498.0021436227
17031031100,50,916849.6595212576
17031031100,55,1071409.2522329404
17031031100,60,1148906.208645945
17031031200,5,624.0241128298453
17031031200,10,2564.529117379436
17031031200,15,8504.161965423113
17031031200,20,17940.710191082802
17031031200,25,40806.57006369427
17031031200,30,96074.40400363968
17031031200,35,251789.51046405823
17031031200,40,515046.8503184713
17031031200,45,817032.3430391265
17031031200,50,1004442.0700636944
17031031200,55,1104821.568243858
17031031200,60,1171688.1255686989
17031031300,5,346.6322033898305
17031031300,10,2065.463728813559
17031031300,15,6156.5332203389835
17031031300,20,13373.602372881356
17031031300,25,32697.909491525425
17031031300,30,82321.14745762711
17031031300,35,191214.5688135593
17031031300,40,414124.67491525423
17031031300,45,721949.4888135593
17031031300,50,941267.459322034
17031031300,55,1042275.1755932204
17031031300,60,1121695.198644068
17031031400,5,157.39260366081433
17031031400,10,1346.2962271199103
17031031400,15,5087.702652222637
17031031400,20,11647.301830407172
17031031400,25,34558.75420246545
17031031400,30,162074.80351139334
17031031400,35,413332.90735898394
17031031400,40,706732.8793425476
17031031400,45,876958.0414643257
17031031400,50,1004407.4904744116
17031031400,55,1088831.9951438175
17031031400,60,1143554.5319387375
17031031501,5,568.0237580993521
17031031501,10,2415.8974082073432
17031031501,15,6572.389848812095
17031031501,20,12656.970842332614
17031031501,25,20911.74298056155
17031031501,30,48786.87041036717
17031031501,35,134181.2818574514
17031031501,40,370342.3882289417
17031031501,45,706243.563174946
17031031501,50,934308.6279697624
17031031501,55,1035702.6360691144
17031031501,60,1118710.0016198703
17031031502,5,289.64239631336403
17031031502,10,2360.836405529954
17031031502,15,7530.399078341014
17031031502,20,13763.426267281106
17031031502,25,28945.39400921659
17031031502,30,80218.4797235023
17031031502,35,217477.62396313364
17031031502,40,562989.2055299539
17031031502,45,831717.4599078341
17031031502,50,995699.5276497696
17031031502,55,1099925.458064516
17031031502,60,1163824.842857143
17031031700,5,404.3966783775152
17031031700,10,2210.2290003193866
17031031700,15,7793.890130948579
17031031700,20,20217.44714148834
17031031700,25,42594.00734589588
17031031700,30,76525.09102523155
17031031700,35,156283.62503992335
17031031700,40,394259.91632066434
17031031700,45,770892.9782816991
17031031700,50,1005053.6390929417
17031031700,55,1108184.4806771
17031031700,60,1177603.6806132223
17031031800,5,326.9244135534318
17031031800,10,1793.3292788879237
17031031800,15,6604.067767158992
17031031800,20,18245.48218940052
17031031800,25,41017.63770634231
17031031800,30,74692.76368375326
17031031800,35,148279.97306689835
17031031800,40,322522.18245004344
17031031800,45,715054.2415291051
17031031800,50,1028614.8140747176
17031031800,55,1132420.425716768
17031031800,60,1195649.6177237183
17031031900,5,300.5405953991881
17031031900,10,1710.901894451962
17031031900,15,7961.322733423545
17031031900,20,24558.688092016237
17031031900,25,45878.661705006765
17031031900,30,73275.95263870095
17031031900,35,119666.03518267928
17031031900,40,260650.8200270636
17031031900,45,729045.7300405954
17031031900,50,999824.8396481732
17031031900,55,1113446.443843031
17031031900,60,1178987.3775372123
17031032100,5,302.85224948875253
17031032100,10,2071.7804192229037
17031032100,15,7660.577709611452
17031032100,20,18334.441973415134
17031032100,25,43592.35710633947
17031032100,30,129208.12474437628
17031032100,35,331616.3121165644
17031032100,40,650609.455010225
17031032100,45,887942.7211145194
17031032100,50,1024909.94299591
17031032100,55,1115762.806237219
17031032100,60,1177035.468558282
17031040100,5,147.2980332829047
17031040100,10,925.590015128593
17031040100,15,4871.212304589007
17031040100,20,12181.77559253656
17031040100,25,25829.19465456379
17031040100,30,48637.20171457388
17031040100,35,81819.84820978316
17031040100,40,126035.14573877964
17031040100,45,192600.95511850732
17031040100,50,435837.8951084216
17031040100,55,870068.3555219364
17031040100,60,1071898.3449319212
17031040201,5,355.252260679763
17031040201,10,1734.9158091674462
17031040201,15,5509.140318054257
17031040201,20,14027.76769566573
17031040201,25,30432.83536014967
17031040201,30,56292.458060492674
17031040201,35,93931.2656688494
17031040201,40,143057.17430620518
17031040201,45,237416.78297474276
17031040201,50,574756.5837231057
17031040201,55,963512.0904271904
17031040201,60,1146106.1939507327
17031040202,5,135.75413793103448
17031040202,10,1119.3555172413794
17031040202,15,5867.175862068965
17031040202,20,13627.308620689657
17031040202,25,27641.399310344827
17031040202,30,48523.51689655172
17031040202,35,83403.07482758621
17031040202,40,135611.31551724137
17031040202,45,201875.54
17031040202,50,380163.77413793106
17031040202,55,726263.634137931
17031040202,60,1011941.1427586208
17031040300,5,91.7770315648086
17031040300,10,671.865010073875
17031040300,15,3944.7797179314975
17031040300,20,10315.546675621224
17031040300,25,19174.78307588986
17031040300,30,35310.44526527871
17031040300,35,61947.578240429815
17031040300,40,103326.98723975822
17031040300,45,163135.8475486904
17031040300,50,251602.5010073875
17031040300,55,466548.3982538616
17031040300,60,803386.6245802552
17031040401,5,129.91013268998793
17031040401,10,1018.1996381182148
17031040401,15,4717.027141133896
17031040401,20,16334.743063932448
17031040401,25,35469.85102533172
17031040401,30,63327.90470446321
17031040401,35,103524.87334137516
17031040401,40,162988.9384800965
17031040401,45,304886.5621230398
17031040401,50,744038.9656212304
17031040401,55,1056623.2370325692
17031040401,60,1171577.8685162847
17031040402,5,196.35770683144528
17031040402,10,1116.4160659114316
17031040402,15,5681.051836594576
17031040402,20,16771.49467902506
17031040402,25,35336.939237899074
17031040402,30,63480.525575008585
17031040402,35,121092.12804668728
17031040402,40,247338.3793340199
17031040402,45,526217.0611053896
17031040402,50,907530.4019910744
17031040402,55,1105226.7758324752
17031040402,60,1183760.2845863372
17031040600,5,342.9313795568263
17031040600,10,2146.012866333095
17031040600,15,9707.315939957112
17031040600,20,25098.582558970695
17031040600,25,48996.10793423874
17031040600,30,85655.54110078627
17031040600,35,142655.843459614
17031040600,40,331747.09077912796
17031040600,45,802951.934238742
17031040600,50,1033128.550393138
17031040600,55,1155170.1458184416
17031040600,60,1217635.934238742
17031040700,5,402.429094714809
17031040700,10,1745.7263212977498
17031040700,15,7910.320774463632
17031040700,20,19388.2757718472
17031040700,25,40466.80795395081
17031040700,30,73542.17320774464
17031040700,35,119624.462585034
17031040700,40,224258.76399790685
17031040700,45,599414.1711145997
17031040700,50,952658.8315018316
17031040700,55,1120159.424908425
17031040700,60,1216981.9246467818
17031040800,5,374.8208032955716
17031040800,10,1760.666323377961
17031040800,15,6432.56333676622
17031040800,20,17162.596292481976
17031040800,25,37339.99176107106
17031040800,30,70863.40679711637
17031040800,35,114678.8341915551
17031040800,40,186478.9783728115
17031040800,45,510924.4459320288
17031040800,50,915232.5242018538
17031040800,55,1113986.3295571576
17031040800,60,1221732.982492276
17031040900,5,322.1143099068586
17031040900,10,1689.0177815410668
17031040900,15,7369.843353090601
17031040900,20,19826.160880609652
17031040900,25,39147.14902624894
17031040900,30,72913.2133784928
