geoid,Threshold,jobs
17031251400,40,242692.91977869987
17031251400,45,535573.5546334716
17031251400,50,845385.3395573997
17031251400,55,1046770.5573997232
17031251400,60,1148503.7392807745
17031251500,5,48.02801302931597
17031251500,10,329.928338762215
17031251500,15,1621.1016286644951
17031251500,20,6301.569381107492
17031251500,25,17521.17980456026
17031251500,30,39274.58697068404
17031251500,35,112279.12573289902
17031251500,40,321369.75309446256
17031251500,45,654190.5680781759
17031251500,50,919939.0781758956
17031251500,55,1070785.4749185669
17031251500,60,1159681.9941368075
17031251600,5,45.46628289473684
17031251600,10,320.73026315789474
17031251600,15,1510.5707236842106
17031251600,20,5748.434210526316
17031251600,25,17163.388980263157
17031251600,30,41694.52631578947
17031251600,35,126542.44819078948
17031251600,40,373298.2779605263
17031251600,45,722788.8733552631
17031251600,50,958439.8034539474
17031251600,55,1081931.6175986845
17031251600,60,1163464.9720394737
17031251700,5,41.98664122137404
17031251700,10,285.15458015267177
17031251700,15,2439.517175572519
17031251700,20,7027.658396946565
17031251700,25,23213.98854961832
17031251700,30,53203.20992366412
17031251700,35,191374.9351145038
17031251700,40,529710.8377862596
17031251700,45,844637.6698473282
17031251700,50,1007141.3301526718
17031251700,55,1110650.9122137404
17031251700,60,1191502.496183206
17031251800,5,42.901889092017065
17031251800,10,494.77635588056063
17031251800,15,1974.9695307739184
17031251800,20,7021.811700182815
17031251800,25,21161.69043266301
17031251800,30,60651.33211456429
17031251800,35,201635.1608775137
17031251800,40,495120.1566118221
17031251800,45,805647.9226081658
17031251800,50,992763.1462522852
17031251800,55,1108019.1279707495
17031251800,60,1188595.3729433273
17031251900,5,185.2224099099099
17031251900,10,804.8299549549549
17031251900,15,2603.0332207207207
17031251900,20,7678.206081081081
17031251900,25,18077.5731981982
17031251900,30,44888.40315315315
17031251900,35,142539.51463963964
17031251900,40,381868.5709459459
17031251900,45,698008.643018018
17031251900,50,945275.4695945946
17031251900,55,1080044.1261261262
17031251900,60,1163691.053490991
17031252000,5,219.60467532467533
17031252000,10,993.7802597402598
17031252000,15,3652.191168831169
17031252000,20,9180.861818181818
17031252000,25,19018.95948051948
17031252000,30,39375.18077922078
17031252000,35,111353.54441558442
17031252000,40,307823.85454545455
17031252000,45,624565.2758441558
17031252000,50,909882.5387012986
17031252000,55,1072656.3054545454
17031252000,60,1159102.7942857144
17031252101,5,61.30806451612903
17031252101,10,860.3951612903226
17031252101,15,3321.2693548387097
17031252101,20,6491.359677419355
17031252101,25,13827.06935483871
17031252101,30,29841.414516129033
17031252101,35,56018.69193548387
17031252101,40,107213.4758064516
17031252101,45,327456.28225806454
17031252101,50,689524.2387096775
17031252101,55,952821.2774193548
17031252101,60,1062888.3693548387
17031252102,5,52.28277511961723
17031252102,10,635.1832535885168
17031252102,15,2278.722009569378
17031252102,20,5064.107655502392
17031252102,25,12698.75980861244
17031252102,30,29150.23923444976
17031252102,35,54540.63014354067
17031252102,40,137315.62583732058
17031252102,45,437674.8636363637
17031252102,50,800269.7818181819
17031252102,55,977952.5665071772
17031252102,60,1077938.2684210527
17031252201,5,97.24254473161034
17031252201,10,633.986083499006
17031252201,15,1870.731610337972
17031252201,20,4522.365805168986
17031252201,25,14477.975149105368
17031252201,30,33386.75447316103
17031252201,35,64548.36282306163
17031252201,40,190123.99105367792
17031252201,45,588211.2306163022
17031252201,50,866168.8300198807
17031252201,55,1012844.3906560636
17031252201,60,1107209.7723658052
17031252202,5,67.03585657370517
17031252202,10,622.0219123505976
17031252202,15,2680.5258964143427
17031252202,20,8895.433598937583
17031252202,25,18217.387118193892
17031252202,30,43507.949535192565
17031252202,35,100160.8572377158
17031252202,40,367285.03253652056
17031252202,45,712333.4249667994
17031252202,50,922003.6281540504
17031252202,55,1062414.8273572377
17031252202,60,1150421.2795484727
17031260100,5,119.01162790697674
17031260100,10,556.577519379845
17031260100,15,3279.4767441860463
17031260100,20,10189.147286821706
17031260100,25,35484.83527131783
17031260100,30,148606.83333333334
17031260100,35,443930.52131782944
17031260100,40,765148.8953488372
17031260100,45,954316.996124031
17031260100,50,1064076.653100775
17031260100,55,1160618.1220930233
17031260100,60,1230964.5445736437
17031260200,5,273.47380410022777
17031260200,10,1209.5626423690203
17031260200,15,3547.0888382687926
17031260200,20,8653.34396355353
17031260200,25,30083.246013667427
17031260200,30,144028.08200455582
17031260200,35,420308.70387243736
17031260200,40,747663.7175398633
17031260200,45,944319.2437357632
17031260200,50,1057310.0091116172
17031260200,55,1158374.284738041
17031260200,60,1227787.8906605924
17031260300,5,239.78957915831663
17031260300,10,883.4669338677355
17031260300,15,2871.1362725450904
17031260300,20,5264.190380761523
17031260300,25,10965.89378757515
17031260300,30,29326.288577154308
17031260300,35,107872.09418837677
17031260300,40,384519.2765531062
17031260300,45,723013.9238476953
17031260300,50,940575.2805611222
17031260300,55,1055190.6973947897
17031260300,60,1132298.583166333
17031260400,5,90.41702127659576
17031260400,10,427.99787234042554
17031260400,15,1774.0021276595744
17031260400,20,4374.508510638298
17031260400,25,10934.78085106383
17031260400,30,27917.436170212764
17031260400,35,75069.26170212765
17031260400,40,256267.7829787234
17031260400,45,595090.955319149
17031260400,50,892800.7829787234
17031260400,55,1030930.070212766
17031260400,60,1123623.914893617
17031260500,5,68.85393258426966
17031260500,10,319.6677367576244
17031260500,15,1500.621187800963
17031260500,20,4649.950240770466
17031260500,25,13750.579454253611
17031260500,30,29859.280898876405
17031260500,35,71725.85232744784
17031260500,40,179463.04975922953
17031260500,45,583031.6115569824
17031260500,50,840271.2247191011
17031260500,55,978663.8619582664
17031260500,60,1097536.0850722312
17031260600,5,21.98345864661654
17031260600,10,184.5067669172932
17031260600,15,1347.0661654135338
17031260600,20,4996.64962406015
17031260600,25,13189.684210526317
17031260600,30,31316.04962406015
17031260600,35,82686.73533834587
17031260600,40,287788.1157894737
17031260600,45,664962.1037593985
17031260600,50,882105.5609022556
17031260600,55,1019555.0345864662
17031260600,60,1120274.8180451128
17031260700,5,17.027331189710612
17031260700,10,237.10128617363344
17031260700,15,1824.08038585209
17031260700,20,8382.329581993568
17031260700,25,21967.159163987137
17031260700,30,72248.56109324758
17031260700,35,307766.12218649517
17031260700,40,646687.2025723472
17031260700,45,873141.2427652733
17031260700,50,1010717.688102894
17031260700,55,1120181.9758842443
17031260700,60,1195199.5932475885
17031260800,5,28.038798498122652
17031260800,10,313.2102628285357
17031260800,15,2222.250312891114
17031260800,20,8766.613266583228
17031260800,25,24381.58823529412
17031260800,30,88266.07259073842
17031260800,35,326082.7384230288
17031260800,40,675105.0513141426
17031260800,45,884996.5369211514
17031260800,50,1020897.13767209
17031260800,55,1132664.5106382978
17031260800,60,1200651.6245306632
17031260900,5,64.81180223285486
17031260900,10,248.62360446570972
17031260900,15,1136.7224880382776
17031260900,20,4853.8564593301435
17031260900,25,15716.628389154705
17031260900,30,56271.4673046252
17031260900,35,207046.4848484849
17031260900,40,506023.8197767145
17031260900,45,769667.966507177
17031260900,50,944279.4003189792
17031260900,55,1069097.5358851675
17031260900,60,1148217.14354067
17031261000,5,53.117574257425744
17031261000,10,300.96658415841586
17031261000,15,1080.861386138614
17031261000,20,4763.1732673267325
17031261000,25,17337.133663366338
17031261000,30,62671.43440594059
17031261000,35,218533.8514851485
17031261000,40,474897.7116336634
17031261000,45,736723.8428217822
17031261000,50,926543.332920792
17031261000,55,1053677.0123762377
17031261000,60,1140527.73019802
17031270500,5,24.06140350877193
17031270500,10,264.5052631578947
17031270500,15,1178.182456140351
17031270500,20,3991.3947368421054
17031270500,25,12174.549122807017
17031270500,30,40873.584210526315
17031270500,35,115332.5052631579
17031270500,40,415601.5315789474
17031270500,45,706713.6596491229
17031270500,50,892011.9964912281
17031270500,55,1030383.8754385964
17031270500,60,1116045.538596491
17031271200,5,135.41286307053943
17031271200,10,1060.0414937759335
17031271200,15,4428.892116182573
17031271200,20,14221.73651452282
17031271200,25,51121.86721991701
17031271200,30,227093.36514522825
17031271200,35,627075.5933609959
17031271200,40,833193.468879668
17031271200,45,964104.5560165975
17031271200,50,1073206.2468879668
17031271200,55,1154122.3506224067
17031271200,60,1222204.9439834026
17031271300,5,157.9673913043478
17031271300,10,915.3108695652174
17031271300,15,4711.134782608696
17031271300,20,11757.015217391305
17031271300,25,34214.943478260866
17031271300,30,175858.36956521738
17031271300,35,524369.2413043479
17031271300,40,814829.102173913
17031271300,45,950243.9391304348
17031271300,50,1067605.0826086956
17031271300,55,1153361.2347826087
17031271300,60,1224027.1260869566
17031271400,5,134.87418300653596
17031271400,10,909.9444444444443
17031271400,15,3536.7581699346406
17031271400,20,9477.349673202614
17031271400,25,23798.25816993464
17031271400,30,78724.86437908496
17031271400,35,298066.3954248366
17031271400,40,682257.5098039216
17031271400,45,879463.2810457516
17031271400,50,1011178.8349673204
17031271400,55,1117157.119281046
17031271400,60,1185000.880718954
17031271500,5,99.4644128113879
17031271500,10,858.0480427046264
17031271500,15,2141.0213523131674
17031271500,20,4819.234875444839
17031271500,25,16821.044483985766
17031271500,30,52846.195729537365
17031271500,35,209859.268683274
17031271500,40,523177.9395017794
17031271500,45,787901.2935943061
17031271500,50,940489.6103202848
17031271500,55,1068148.9483985766
17031271500,60,1144881.2224199288
17031271800,5,69.86855670103093
17031271800,10,953.7345360824744
17031271800,15,4759.237113402062
17031271800,20,12198.778350515464
17031271800,25,38987.927835051545
17031271800,30,163752.1443298969
17031271800,35,529914.0567010309
17031271800,40,809867.4201030928
17031271800,45,939585.925257732
17031271800,50,1038993.4716494846
17031271800,55,1124144.079896907
17031271800,60,1193385.7242268042
17031280100,5,4286.209666283084
17031280100,10,32073.611047180668
17031280100,15,209419.2754890679
17031280100,20,543794.7307249713
17031280100,25,757120.1079401611
17031280100,30,874678.3663981588
17031280100,35,951935.3861910242
17031280100,40,1024460.8837744534
17031280100,45,1095132.7521288835
17031280100,50,1197097.713693901
17031280100,55,1307065.3010356731
17031280100,60,1396033.249252014
17031280400,5,469.969868173258
17031280400,10,5052.182674199624
17031280400,15,39486.806026365346
17031280400,20,162438.4538606403
17031280400,25,401372.8587570622
17031280400,30,689014.3483992467
17031280400,35,884293.2504708098
17031280400,40,984523.2222222222
17031280400,45,1058121.5461393597
17031280400,50,1134947.693032015
17031280400,55,1222146.2881355933
17031280400,60,1302243.4745762711
17031280800,5,70.61076604554866
17031280800,10,1194.5693581780538
17031280800,15,7380.836438923396
17031280800,20,36949.26708074534
17031280800,25,84309.38923395445
17031280800,30,351973.6480331263
17031280800,35,656538.1511387164
17031280800,40,843606.0766045549
17031280800,45,987151.1780538304
17031280800,50,1102025.066252588
17031280800,55,1187026.7536231885
17031280800,60,1260306.9089026914
17031280900,5,64.96436525612472
17031280900,10,1317.5055679287304
17031280900,15,8833.643652561248
17031280900,20,35271.236080178176
17031280900,25,90467.41648106904
17031280900,30,373952.5055679287
17031280900,35,669444.153674833
17031280900,40,859103.7772828508
17031280900,45,1008108.2561247216
17031280900,50,1122463.1804008908
17031280900,55,1199851.0556792873
17031280900,60,1273178.14922049
17031281900,5,12777.257713781955
17031281900,10,59064.53100205701
17031281900,15,236134.38260358508
17031281900,20,519935.8383779019
17031281900,25,700808.6644137526
17031281900,30,838946.2506611813
17031281900,35,928639.913605642
17031281900,40,996127.1263590947
17031281900,45,1095252.356156333
17031281900,50,1210622.6188657067
17031281900,55,1320704.7334704672
17031281900,60,1399651.467234793
17031282700,5,178.7750865051903
17031282700,10,1001.493079584775
17031282700,15,6398.346020761246
17031282700,20,33402.12629757785
17031282700,25,148458.78460207614
17031282700,30,341309.5173010381
17031282700,35,618766.2525951557
17031282700,40,822002.6020761245
17031282700,45,974811.1704152249
17031282700,50,1091518.7465397925
17031282700,55,1191142.455882353
17031282700,60,1259142.0916955017
17031282800,5,211.2378640776699
17031282800,10,1210.7208737864078
17031282800,15,6283.9235436893205
17031282800,20,34256.31674757282
17031282800,25,66437.58373786407
17031282800,30,192997.6177184466
17031282800,35,504685.3519417476
17031282800,40,758741.4308252428
17031282800,45,934262.311893204
17031282800,50,1070728.292475728
17031282800,55,1172013.0412621358
17031282800,60,1242503.224514563
17031283100,5,329.2008368200837
17031283100,10,2047.7353556485357
17031283100,15,23655.142259414228
17031283100,20,57254.91108786611
17031283100,25,160468.64435146443
17031283100,30,528518.6872384937
17031283100,35,772965.3566945606
17031283100,40,914423.9027196652
17031283100,45,1017957.8326359832
17031283100,50,1095227.327405858
17031283100,55,1169852.640167364
17031283100,60,1246495.2238493725
17031283200,5,216.48320413436693
17031283200,10,1380.4961240310076
17031283200,15,24814.241602067184
17031283200,20,66768.83850129199
17031283200,25,175629.6330749354
17031283200,30,529334.5788113695
17031283200,35,721235.027131783
17031283200,40,869281.2157622739
17031283200,45,988726.2441860464
17031283200,50,1059772.642118863
17031283200,55,1150793.177002584
17031283200,60,1213443.7028423774
17031283800,5,97.31217948717948
17031283800,10,546.4423076923077
17031283800,15,3462.952564102564
17031283800,20,28581.81923076923
17031283800,25,86296.65833333334
17031283800,30,256807.02564102568
17031283800,35,576079.6134615385
17031283800,40,770740.8596153846
17031283800,45,906421.264102564
17031283800,50,1001403.4583333334
17031283800,55,1076807.2641025642
17031283800,60,1151593.1269230768
17031290900,5,30.7509130752374
17031290900,10,354.2585829072315
17031290900,15,1924.010226442659
17031290900,20,5861.388604821037
17031290900,25,14173.572680788897
17031290900,30,27544.93791088386
17031290900,35,51318.06355003653
17031290900,40,127490.89554419284
17031290900,45,384748.95252008765
17031290900,50,719136.7567567568
17031290900,55,931334.5222790358
17031290900,60,1038435.3206720232
17031291200,5,32.456043956043956
17031291200,10,366.3159340659341
17031291200,15,1897.9381868131868
17031291200,20,5803.2101648351645
17031291200,25,16267.758241758242
17031291200,30,36948.77884615384
17031291200,35,81303.41895604396
17031291200,40,198605.3708791209
17031291200,45,611082.9162087912
17031291200,50,882689.3035714285
17031291200,55,1020962.1112637364
17031291200,60,1110242.2815934066
17031291600,5,121.1763440860215
17031291600,10,1940.3655913978496
17031291600,15,4275.6322580645165
17031291600,20,12116.886021505376
17031291600,25,34001.48387096774
17031291600,30,86864.61720430107
17031291600,35,303349.7247311828
17031291600,40,730055.5225806452
17031291600,45,921285.4623655914
17031291600,50,1031844.6559139783
17031291600,55,1112390.812903226
17031291600,60,1171224.1548387096
17031292200,5,17.967551622418878
17031292200,10,300.04228121927235
17031292200,15,1715.530973451327
17031292200,20,7710.279252704031
17031292200,25,19841.75417895772
17031292200,30,50211.30481809243
17031292200,35,149291.57522123895
17031292200,40,414899.9705014749
17031292200,45,768115.7561455261
17031292200,50,960737.977384464
17031292200,55,1069930.755162242
17031292200,60,1136561.8534906588
17031292400,5,116.14109589041097
17031292400,10,640.7123287671233
17031292400,15,3073.357534246575
17031292400,20,8954.301369863013
17031292400,25,24686.430136986302
17031292400,30,68347.59726027398
17031292400,35,204101.22465753424
17031292400,40,486967.5849315068
17031292400,45,814186.4698630137
17031292400,50,991630.4246575342
17031292400,55,1094712.5739726028
17031292400,60,1160178.598630137
17031292500,5,88.37332339791357
17031292500,10,513.3107302533532
17031292500,15,3005.109538002981
17031292500,20,8052.995529061102
17031292500,25,20403.262295081968
17031292500,30,55459.380029806256
17031292500,35,175802.23621460507
17031292500,40,467699.7749627422
17031292500,45,795907.8338301043
17031292500,50,981232.222056632
17031292500,55,1087810.6184798807
17031292500,60,1151630.9649776453
17031300500,5,169.1791221826809
17031300500,10,902.4377224199288
17031300500,15,2631.2752075919334
17031300500,20,6298.850533807829
17031300500,25,15451.865954922894
17031300500,30,33835.041518386715
17031300500,35,65790.94068801898
17031300500,40,145760.8730723606
17031300500,45,337840.23131672596
17031300500,50,699965.2633451957
17031300500,55,960861.8706998812
17031300500,60,1068067.9134045078
17031300600,5,178.94335260115608
17031300600,10,925.7745664739884
17031300600,15,2642.2739884393063
17031300600,20,6824.02774566474
17031300600,25,18670.773410404625
17031300600,30,37328.3260115607
17031300600,35,83709.70057803468
17031300600,40,209288.17225433525
17031300600,45,476160.0404624278
17031300600,50,793341.2832369942
17031300600,55,1004788.2809248556
17031300600,60,1088198.063583815
17031300700,5,141.20211898940505
17031300700,10,743.9649551752241
17031300700,15,2412.677261613692
17031300700,20,6361.616951915241
17031300700,25,17141.97229013855
17031300700,30,35215.120619396905
17031300700,35,70808.02852485738
17031300700,40,172398.02037489813
17031300700,45,421676.391198044
17031300700,50,762953.781581092
17031300700,55,985165.1206193968
17031300700,60,1071413.2061939691
17031300800,5,121.1998097050428
17031300800,10,895.0494766888678
17031300800,15,3007.3568030447195
17031300800,20,8784.14462416746
17031300800,25,22272.82588011418
17031300800,30,47147.09895337773
17031300800,35,117419.2026641294
17031300800,40,298643.46241674596
17031300800,45,600508.3739295909
17031300800,50,883532.8791627022
17031300800,55,1026806.577545195
17031300800,60,1103258.843958135
17031300900,5,220.75190516511432
17031300900,10,942.7375105842508
17031300900,15,3182.4386113463165
17031300900,20,9404.911939034717
17031300900,25,21617.8933107536
17031300900,30,44694.383573243016
17031300900,35,98795.26841659613
17031300900,40,252116.033022862
17031300900,45,595819.9686706181
17031300900,50,891968.9559695174
17031300900,55,1022295.1574936494
17031300900,60,1097942.2277730736
17031301100,5,52.712286158631414
17031301100,10,762.800933125972
17031301100,15,4595.057542768273
17031301100,20,12177.175738724727
17031301100,25,23322.19906687403
17031301100,30,45554.580093312594
17031301100,35,87269.66718506998
17031301100,40,218060.4105754277
17031301100,45,556150.4401244168
17031301100,50,881241.0279937792
17031301100,55,1015411.1555209954
17031301100,60,1090990.9642301712
17031301200,5,85.22873658133774
17031301200,10,734.8241123038811
17031301200,15,3904.1800165152767
17031301200,20,11835.258464079274
17031301200,25,25850.7539223782
17031301200,30,56348.08587943848
17031301200,35,145530.30222956234
17031301200,40,380615.3641618497
17031301200,45,740081.6853839802
17031301200,50,952683.2246077622
17031301200,55,1057377.1684558217
17031301200,60,1125427.5953757225
17031301600,5,77.9647766323024
17031301600,10,552.9931271477664
17031301600,15,2079.9759450171823
17031301600,20,5070.743986254295
17031301600,25,13719.168384879726
17031301600,30,30162.65206185567
17031301600,35,49976.13745704467
17031301600,40,80359.81443298969
17031301600,45,144108.33419243986
17031301600,50,338133.3333333333
17031301600,55,752331.0369415807
17031301600,60,933153.6632302406
17031301701,5,179.1105722599418
17031301701,10,990.7032007759456
17031301701,15,2678.2104752667315
17031301701,20,5901.829291949563
17031301701,25,16293.75945683802
17031301701,30,32316.100872938896
17031301701,35,54802.15130940834
17031301701,40,94529.31231813772
17031301701,45,163277.05043646944
17031301701,50,432316.61396702233
17031301701,55,835426.2250242484
17031301701,60,985587.1396702232
17031301702,5,62.91295938104449
17031301702,10,412.6992263056093
17031301702,15,1942.6112185686657
17031301702,20,6819.513539651837
17031301702,25,15783.946808510638
17031301702,30,30831.334622823982
17031301702,35,53963.36847195358
17031301702,40,89067.93520309478
17031301702,45,146470.38007736945
17031301702,50,351043.7185686654
17031301702,55,795837.5
17031301702,60,966031.5386847196
17031301801,5,181.61826484018263
17031301801,10,884.993607305936
17031301801,15,2345.42100456621
17031301801,20,5718.1506849315065
17031301801,25,10432.883105022833
17031301801,30,18766.424657534248
17031301801,35,35186.2794520548
17031301801,40,60253.479452054795
17031301801,45,100418.50136986302
17031301801,50,184454.65753424657
17031301801,55,462525.7105022831
17031301801,60,763498.5662100457
17031301802,5,200.51199165797703
17031301802,10,972.7320125130344
17031301802,15,2636.714285714286
17031301802,20,6762.492179353493
17031301802,25,13679.566214807091
17031301802,30,28222.706986444213
17031301802,35,51609.87486965589
17031301802,40,91554.3274244004
17031301802,45,179687.3639207508
17031301802,50,457914.7205422315
17031301802,55,833018.4827945777
17031301802,60,991596.7726798748
17031301803,5,128.51071975497703
17031301803,10,801.43797856049
17031301803,15,2622.989280245023
17031301803,20,6355.974732006125
17031301803,25,14217.378254211331
17031301803,30,25596.329249617153
17031301803,35,48129.9471669219
17031301803,40,79173.01837672282
17031301803,45,124105.00689127106
17031301803,50,251582.6960183767
17031301803,55,637750.7741194487
17031301803,60,876500.3093415007
17031310200,5,344.69174757281553
17031310200,10,2021.473300970874
17031310200,15,8394.279126213592
17031310200,20,29118.581310679612
17031310200,25,96488.99514563108
17031310200,30,331901.94781553396
17031310200,35,640102.3713592233
17031310200,40,837649.9381067961
17031310200,45,967523.2633495146
17031310200,50,1045684.9902912622
17031310200,55,1138460.3640776698
17031310200,60,1208356.6395631067
17031310300,5,380.8956743002544
17031310300,10,1741.6921119592876
17031310300,15,6237.993638676845
17031310300,20,24137.632315521627
17031310300,25,77494.94529262086
17031310300,30,298654.73155216285
17031310300,35,624539.4236641221
17031310300,40,830887.4312977099
17031310300,45,963356.8842239184
17031310300,50,1037811.6628498728
17031310300,55,1132735.3498727735
17031310300,60,1202866.5063613232
17031310400,5,264.03770739064856
17031310400,10,1489.342383107089
17031310400,15,4808.244343891402
17031310400,20,13751.009049773756
17031310400,25,41505.45550527903
17031310400,30,160384.2141779789
17031310400,35,531192.3137254902
17031310400,40,772771.3318250377
17031310400,45,933313.8506787332
17031310400,50,1009087.9607843136
17031310400,55,1092446.1101055809
17031310400,60,1172380.5535444948
17031310500,5,382.3437990580848
17031310500,10,1897.8131868131868
17031310500,15,4883.530612244898
17031310500,20,13626.20251177394
17031310500,25,39165.8021978022
17031310500,30,134641.6781789639
17031310500,35,457601.7127158556
17031310500,40,762260.7629513344
17031310500,45,923215.5981161696
17031310500,50,1001635.1930926216
17031310500,55,1083227.1711145998
17031310500,60,1162729.4835164836
17031310600,5,457.2668269230769
17031310600,10,2053.711057692308
17031310600,15,6183.720673076923
17031310600,20,19903.21153846154
17031310600,25,71571.33461538462
17031310600,30,177243.24567307692
17031310600,35,564569.7754807692
17031310600,40,787496.9144230769
17031310600,45,929211.3600961538
17031310600,50,1021414.7197115384
17031310600,55,1097456.443269231
17031310600,60,1182045.2177884616
17031310700,5,431.8520249221184
17031310700,10,2509.376947040498
17031310700,15,11385.228971962615
17031310700,20,35649.01713395639
17031310700,25,105687.71651090342
17031310700,30,345197.5436137072
17031310700,35,731148.1682242991
17031310700,40,897403.46105919
17031310700,45,1013021.429906542
17031310700,50,1087704.3847352024
17031310700,55,1168427.0607476635
17031310700,60,1252595.3411214952
17031310800,5,530.906
17031310800,10,2650.676
17031310800,15,11457.54
17031310800,20,45225.111333333334
17031310800,25,172799.31933333335
17031310800,30,476232.342
17031310800,35,771578.888
17031310800,40,926196.8066666666
17031310800,45,1022583.2673333334
17031310800,50,1095905.59
17031310800,55,1171836.9646666667
17031310800,60,1245628.957333333
17031310900,5,372.5655133295519
17031310900,10,1861.693703913783
17031310900,15,7453.904140669314
17031310900,20,32266.479296653433
17031310900,25,127724.17810550198
17031310900,30,400496.8207600681
17031310900,35,742648.133862734
17031310900,40,910049.7821894498
17031310900,45,1010938.8048780488
17031310900,50,1085375.1712989225
17031310900,55,1160958.7203630176
17031310900,60,1223600.2393647193
17031320101,5,6603.506018724922
17031320101,10,40170.00423539902
17031320101,15,147697.46210432457
17031320101,20,456063.6950512706
17031320101,25,655388.1451181454
17031320101,30,749567.3947837717
17031320101,35,830352.7197949175
17031320101,40,916444.9369148462
17031320101,45,1000935.1892554614
17031320101,50,1094487.908158716
17031320101,55,1175055.1127953634
17031320101,60,1239333.7289344629
17031320102,5,30954.22363238512
17031320102,10,180730.67089715536
17031320102,15,469396.2179431072
17031320102,20,682811.2538293217
17031320102,25,788209.3006564551
17031320102,30,880093.0140043764
17031320102,35,967020.4350109408
17031320102,40,1053611.9649890591
17031320102,45,1140349.4634573304
17031320102,50,1224233.9444201314
17031320102,55,1309709.2393873085
17031320102,60,1394787.2100656454
17031320400,5,32372.21103327496
17031320400,10,206487.21716287217
17031320400,15,496438.5910683012
17031320400,20,692596.1269702277
17031320400,25,803693.8187390543
17031320400,30,898426.1164623467
17031320400,35,986358.8616462346
17031320400,40,1086832.8345008756
17031320400,45,1162357.03765324
17031320400,50,1242881.4877408056
17031320400,55,1331578.084938704
17031320400,60,1406138.0726795096
17031320600,5,1803.92913138915
17031320600,10,40099.06459705237
17031320600,15,253860.22044528063
17031320600,20,531855.0523675133
17031320600,25,737653.8526183757
17031320600,30,831442.7158984008
17031320600,35,934940.701787394
17031320600,40,1047665.6842270304
17031320600,45,1117991.2533709626
17031320600,50,1193963.3631232362
17031320600,55,1269012.5192850423
17031320600,60,1335835.7447475698
17031330101,5,406.336083369518
17031330101,10,3342.7116804168477
17031330101,15,14606.43030829353
17031330101,20,104681.1554494138
17031330101,25,338332.81372123316
17031330101,30,573110.9261832392
17031330101,35,737412.5605731654
17031330101,40,869902.5544941381
17031330101,45,985774.8940512376
17031330101,50,1064541.2405557968
17031330101,55,1146066.0047763786
17031330101,60,1202396.321320017
17031330102,5,1121.4278551532034
17031330102,10,8191.136490250697
17031330102,15,84977.19331476324
17031330102,20,310393.3337047354
17031330102,25,550546.5845868152
17031330102,30,739681.9320334261
17031330102,35,860214.2267409471
17031330102,40,972326.7894150418
17031330102,45,1061408.5517177344
17031330102,50,1136745.7149489322
17031330102,55,1210741.288393686
17031330102,60,1274564.4315691737
17031330103,5,1086.1079049466537
17031330103,10,4813.503637245392
17031330103,15,12421.791707080503
17031330103,20,70508.37560620757
17031330103,25,301945.4325897187
17031330103,30,578331.712900097
17031330103,35,772793.5991755577
17031330103,40,895655.0521338506
17031330103,45,985945.3952473326
17031330103,50,1068339.7550921435
17031330103,55,1140341.593355965
17031330103,60,1201081.342628516
17031330200,5,231.3576445164776
17031330200,10,2208.663425175581
17031330200,15,22820.536466774716
17031330200,20,202790.9902755267
17031330200,25,468499.73041599133
17031330200,30,710135.2987574284
17031330200,35,847448.2220421394
17031330200,40,943562.8244192328
17031330200,45,1049969.1377633712
17031330200,50,1120235.4332793085
17031330200,55,1192766.9200432198
17031330200,60,1256130.893030794
17031340300,5,99.9950248756219
17031340300,10,389.6902985074626
17031340300,15,1233.0957711442786
17031340300,20,6430.925373134329
17031340300,25,18530.922885572138
17031340300,30,122300.71393034824
17031340300,35,342409.7699004975
17031340300,40,617760.645522388
17031340300,45,835991.4713930348
17031340300,50,955871.5646766168
17031340300,55,1047008.9291044776
17031340300,60,1108599.302238806
17031340400,5,133.953341740227
17031340400,10,370.67843631778055
17031340400,15,1622.670870113493
17031340400,20,9340.759142496849
17031340400,25,40591.89911727617
17031340400,30,225321.3606557377
17031340400,35,485342.11979823455
17031340400,40,743914.8764186633
17031340400,45,900710.3278688524
17031340400,50,994641.78814628
17031340400,55,1074275.2509457755
17031340400,60,1133456.022698613
17031340500,5,123.7107329842932
17031340500,10,589.1295811518324
17031340500,15,3289.027486910995
17031340500,20,11771.21727748691
17031340500,25,78546.51439790576
17031340500,30,281955.1465968586
17031340500,35,555473.2853403141
17031340500,40,792124.8468586387
17031340500,45,933143.0746073298
17031340500,50,1024367.9607329842
17031340500,55,1103312.1073298429
17031340500,60,1164221.6191099477
17031340600,5,13.202764976958523
17031340600,10,1927.7926267281107
17031340600,15,3258.253456221198
17031340600,20,15856.670506912442
17031340600,25,80577.78110599078
17031340600,30,306080.7004608295
17031340600,35,576925.2350230415
17031340600,40,839404.3940092166
17031340600,45,938377.2304147466
17031340600,50,1036457.5760368664
17031340600,55,1115792.1405529955
17031340600,60,1171799.900921659
17031350100,5,33.535962877030165
17031350100,10,148.44547563805105
17031350100,15,2653.9872389791185
17031350100,20,11388.740139211135
17031350100,25,19786.410672853828
17031350100,30,76371.85034802785
17031350100,35,357029.49303944316
17031350100,40,635810.535962877
17031350100,45,822615.1067285383
17031350100,50,923225.2273781904
17031350100,55,994014.9535962878
17031350100,60,1062815.8573085847
17031350400,5,3.4838709677419355
17031350400,10,1058.899193548387
17031350400,15,5699.018145161291
17031350400,20,11600.790322580646
17031350400,25,22277.96572580645
17031350400,30,179611.84879032258
